"","playlist_name","playlist_img","track_name","track_uri","artist_name","album_name","album_img","track_added_at","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","duration_ms","time_signature","key_mode"
"2472","Ecuador Top 50","https://charts-images.scdn.co/REGIONAL_EC_DEFAULT.jpg","Mala Mía","62o8KoI44JfN7aYxgTnPvh","Maluma","Mala Mía","https://i.scdn.co/image/32fa84719ed9daa4c5774039a3cfed584efab92d",1970-01-01,0.749,0.752,"F#",-4.883,"major",0.345,0.31,0,0.232,0.901,180.049,183753,4,"F# major"
"2473","Ecuador Top 50","https://charts-images.scdn.co/REGIONAL_EC_DEFAULT.jpg","Sola","675w3ACw5xZR3ODhUJlEVN","Manuel Turizo","Sola","https://i.scdn.co/image/6a1ba92584f7963ced99a091f6cf464b9094210e",1970-01-01,0.704,0.706,"B",-5.233,"minor",0.111,0.483,0,0.0965,0.856,92.965,195044,4,"B minor"
"2474","Ecuador Top 50","https://charts-images.scdn.co/REGIONAL_EC_DEFAULT.jpg","Culpables","6q8Lb50EtqNeeJXXe8mMAH","Karol G","Culpables","https://i.scdn.co/image/79ff320b154218723a5e19b3f44a6f4d49ffdc01",1970-01-01,0.728,0.801,"G#",-2.942,"minor",0.0683,0.279,4.71e-06,0.143,0.416,130.059,226627,4,"G# minor"
"2475","Ecuador Top 50","https://charts-images.scdn.co/REGIONAL_EC_DEFAULT.jpg","Mocca","0NKoPGc72yUKTIneVhFfg1","Lalo Ebratt","Mocca","https://i.scdn.co/image/e220b7ac0c912cd93f665c28b88b19c5da170856",1970-01-01,0.786,0.695,"C#",-5.343,"minor",0.353,0.185,0,0.123,0.591,97.957,200293,4,"C# minor"
"2476","Ecuador Top 50","https://charts-images.scdn.co/REGIONAL_EC_DEFAULT.jpg","Déjalo","4VTTpwcAxVSQNzEZLi75d0","Nacho","Déjalo","https://i.scdn.co/image/33cfac6c26a24734bf5884072c0f206848871f32",1970-01-01,0.743,0.795,"B",-5.733,"major",0.0732,0.199,0,0.0577,0.682,95.003,202893,4,"B major"
"2477","Ecuador Top 50","https://charts-images.scdn.co/REGIONAL_EC_DEFAULT.jpg","Asesina - Remix","59PYgzOiOjGDzjDT5N5oOX","Brytiago","Asesina (Remix)","https://i.scdn.co/image/347f8d22d1349a3ef1bc838d56e2fa88a39a71c4",1970-01-01,0.825,0.69,"A#",-4.252,"minor",0.226,0.589,0,0.413,0.516,94.194,327467,4,"A# minor"
"2478","Ecuador Top 50","https://charts-images.scdn.co/REGIONAL_EC_DEFAULT.jpg","No Es Justo","5qFeMRz4TvetPmzjre9Dq7","J Balvin","Vibras","https://i.scdn.co/image/cc56f48efc4285caaa8e895337846f5174bf3989",1970-01-01,0.684,0.811,"G",-4.494,"major",0.0714,0.161,0.000363,0.0871,0.721,87.866,250840,4,"G major"
"2479","Ecuador Top 50","https://charts-images.scdn.co/REGIONAL_EC_DEFAULT.jpg","Quiere Beber","3rPAD722s5FFNnwjC91t7Z","Anuel Aa","Real Hasta la Muerte","https://i.scdn.co/image/a196139b2a6a8831dff79a06a102131d665c7ac0",1970-01-01,0.773,0.57,"G#",-3.482,"major",0.113,0.372,0.00524,0.108,0.772,95.038,187125,4,"G# major"
"2480","Ecuador Top 50","https://charts-images.scdn.co/REGIONAL_EC_DEFAULT.jpg","Te Vi","059bcIhyc2SBwm6sw2AZzd","Piso 21","Te Vi","https://i.scdn.co/image/77eb7c17cafe55033cf7c3137334255401eea6a5",1970-01-01,0.877,0.777,"C#",-4.246,"major",0.117,0.0446,3.46e-05,0.0863,0.706,102.02,231848,4,"C# major"
"2481","Ecuador Top 50","https://charts-images.scdn.co/REGIONAL_EC_DEFAULT.jpg","Baby Girl (feat. Lalo Ebratt)","6o8ogTrSX8H0F66Pdz3Tsc","Mario Bautista","Baby Girl (feat. Lalo Ebratt)","https://i.scdn.co/image/cf031cc8430b59f12e89a8c7ebdfa377b053e326",1970-01-01,0.804,0.705,"C#",-5.272,"major",0.199,0.0275,0.000138,0.202,0.45,103.009,218470,4,"C# major"
"2482","Ecuador Top 50","https://charts-images.scdn.co/REGIONAL_EC_DEFAULT.jpg","Por Perro","2alIsNw1mqEShbWyO1HXZZ","Sebastian Yatra","MANTRA","https://i.scdn.co/image/7aded993f5d81988aebfa841a884061afb81e7ef",1970-01-01,0.684,0.762,"C",-5.18,"major",0.0501,0.429,0,0.0852,0.892,172.009,245440,4,"C major"
"2483","Ecuador Top 50","https://charts-images.scdn.co/REGIONAL_EC_DEFAULT.jpg","La Player (Bandolera)","0VKkyBKCXyR99navhVRqcP","Zion & Lennox","La Player (Bandolera)","https://i.scdn.co/image/a71086dd6931ae7624b3b2c294baaae6d5372292",1970-01-01,0.769,0.838,"D",-5.238,"major",0.0633,0.16,0,0.0935,0.602,93.996,249609,4,"D major"
"2484","Ecuador Top 50","https://charts-images.scdn.co/REGIONAL_EC_DEFAULT.jpg","Te Boté - Remix","3V8UKqhEK5zBkBb6d6ub8i","Nio Garcia","Te Boté (Remix)","https://i.scdn.co/image/1ca684c46146b4685481f55d7bb0711c1ae7f9aa",1970-01-01,0.903,0.675,"B",-3.445,"minor",0.214,0.542,1.28e-05,0.0595,0.442,96.507,417920,4,"B minor"
"2485","Ecuador Top 50","https://charts-images.scdn.co/REGIONAL_EC_DEFAULT.jpg","Ibiza","1h9P5WJwyvK8OB7O2YiXgp","Ozuna","Aura","https://i.scdn.co/image/45adb654d206d13869be601bed4ecb57356e09be",1970-01-01,0.691,0.71,"F",-5.144,"major",0.334,0.254,0,0.108,0.726,192.046,200747,4,"F major"
"2486","Ecuador Top 50","https://charts-images.scdn.co/REGIONAL_EC_DEFAULT.jpg","Me Voy","22sESxzbY1O1E19xjOTaYf","Rombai","Me Voy","https://i.scdn.co/image/51efe48cf889d2367f2fb0b98defc2a216121b0e",1970-01-01,0.531,0.752,"A",-3.33,"minor",0.2,0.214,0,0.145,0.884,192.443,177787,4,"A minor"
"2487","Ecuador Top 50","https://charts-images.scdn.co/REGIONAL_EC_DEFAULT.jpg","Justicia","6ipp8Dhs33KinlF4BStgca","Silvestre Dangond","Justicia","https://i.scdn.co/image/06c62fee435117b8d6fc78aa9dd57f89478e4354",1970-01-01,0.809,0.899,"A",-1.098,"minor",0.103,0.0431,0,0.171,0.733,95.016,209227,4,"A minor"
"2488","Ecuador Top 50","https://charts-images.scdn.co/REGIONAL_EC_DEFAULT.jpg","Llegaste Tú","6tT4Ks1N04Ut0lSQ3xjSaZ","CNCO","Llegaste Tú","https://i.scdn.co/image/96bff60fe3373a887b8687c91fce7343dee980ad",1970-01-01,0.702,0.914,"G",-2.934,"minor",0.0376,0.153,0,0.0625,0.563,96.991,190916,4,"G minor"
"2489","Ecuador Top 50","https://charts-images.scdn.co/REGIONAL_EC_DEFAULT.jpg","Tanta Falta","0sPTfDSZgE3KvcvqaKPtEx","Bryant Myers","Tanta Falta","https://i.scdn.co/image/920fa028635be64a81352619b4838fe25a67155d",1970-01-01,0.856,0.728,"G",-3.497,"major",0.0916,0.135,1e-06,0.2,0.797,89.999,181093,4,"G major"
"2490","Ecuador Top 50","https://charts-images.scdn.co/REGIONAL_EC_DEFAULT.jpg","Cuando Nadie Ve","71iAechwVKGu26pahzFL0k","Morat","Balas Perdidas","https://i.scdn.co/image/58083704c1298ffca8acedc02c86d237c1bab0d9",1970-01-01,0.806,0.778,"C#",-4.577,"minor",0.0616,0.133,0,0.218,0.84,95.993,219587,4,"C# minor"
"2491","Ecuador Top 50","https://charts-images.scdn.co/REGIONAL_EC_DEFAULT.jpg","Sin Pijama","2ijef6ni2amuunRoKTlgww","Becky G","Sin Pijama","https://i.scdn.co/image/e8a4b24f1136afdb2b905f8e3a52c51e2082b7b2",1970-01-01,0.791,0.745,"B",-3.695,"minor",0.0464,0.354,2.93e-05,0.104,0.82,94.014,188560,4,"B minor"
"2492","Ecuador Top 50","https://charts-images.scdn.co/REGIONAL_EC_DEFAULT.jpg","Hipócrita","6XBjCetHKdO5L9cwMDVffw","Anuel Aa","Real Hasta la Muerte","https://i.scdn.co/image/a196139b2a6a8831dff79a06a102131d665c7ac0",1970-01-01,0.79,0.858,"D",-2.78,"major",0.0471,0.303,0,0.61,0.79,92.05,192000,4,"D major"
"2493","Ecuador Top 50","https://charts-images.scdn.co/REGIONAL_EC_DEFAULT.jpg","Está Rico","2wRkBumdItthjYP9XknImg","Marc Anthony","Está Rico","https://i.scdn.co/image/d858eb4c9d939d4a9a2f70cd573d0426ea21a342",1970-01-01,0.817,0.74,"B",-4.566,"minor",0.283,0.266,0,0.0992,0.674,130.04,215151,4,"B minor"
"2494","Ecuador Top 50","https://charts-images.scdn.co/REGIONAL_EC_DEFAULT.jpg","Serenata","0Ek2vjTPwy3fXKQnsXy8MH","Mike Bahía","Serenata","https://i.scdn.co/image/8743ba463f01fc927994eb167379b878ff98b8ab",1970-01-01,0.757,0.824,"G",-2.657,"major",0.134,0.0859,0,0.165,0.495,174.065,206968,4,"G major"
"2495","Ecuador Top 50","https://charts-images.scdn.co/REGIONAL_EC_DEFAULT.jpg","thank u, next","2rPE9A1vEgShuZxxzR2tZH","Ariana Grande","thank u, next","https://i.scdn.co/image/77eb7c17cafe550337bbb4711235a0128db66a66",1970-01-01,0.724,0.647,"C#",-5.642,"major",0.0658,0.28,0,0.102,0.435,106.96,207333,4,"C# major"
"2496","Ecuador Top 50","https://charts-images.scdn.co/REGIONAL_EC_DEFAULT.jpg","NI BIEN NI MAL","278kSqsZIiYp8p3QjYAqa8","Bad Bunny","X 100PRE","https://i.scdn.co/image/9abe249d0a9c7f4be1b7d83f63819fee7aeebc6b",1970-01-01,0.826,0.449,"F",-8.33,"minor",0.0674,0.556,1.85e-05,0.273,0.337,128.028,236216,4,"F minor"
"2497","Ecuador Top 50","https://charts-images.scdn.co/REGIONAL_EC_DEFAULT.jpg","Déjala que vuelva (feat. Manuel Turizo)","1j6xOGusnyXq3l6IryKF3G","Piso 21","Ubuntu","https://i.scdn.co/image/aeefddf798ccdb14989e36716bbf40a3de92adc8",1970-01-01,0.681,0.788,"C#",-4.323,"major",0.0785,0.0482,0,0.0753,0.839,170.019,220117,4,"C# major"
"2498","Ecuador Top 50","https://charts-images.scdn.co/REGIONAL_EC_DEFAULT.jpg","Bohemian Rhapsody - Remastered 2011","7tFiyTwD0nx5a1eklYtX2J","Queen","A Night At The Opera (Deluxe Remastered Version)","https://i.scdn.co/image/f6e02ce8bc9e91afa0e220703072c20bf72c72c5",1970-01-01,0.397,0.396,"D#",-9.91,"major",0.05,0.254,0,0.268,0.227,142.913,354320,4,"D# major"
"2499","Ecuador Top 50","https://charts-images.scdn.co/REGIONAL_EC_DEFAULT.jpg","Mocca - Remix","1usoXi4f0BnMART4uActEA","Lalo Ebratt","Mocca (Remix)","https://i.scdn.co/image/27da5c572adcd9e9635e2301945d8527fc376064",1970-01-01,0.732,0.758,"B",-1.694,"major",0.189,0.213,0,0.388,0.78,98.007,202876,4,"B major"
"2500","Ecuador Top 50","https://charts-images.scdn.co/REGIONAL_EC_DEFAULT.jpg","Culpables","3RD0PGolM0mETGHaprwgMn","Manuel Turizo","Culpables","https://i.scdn.co/image/fd5d0b1f880f6db783a23da4a3c04a944f18d72a",1970-01-01,0.573,0.31,"D#",-11.134,"major",0.296,0.94,5.65e-06,0.198,0.764,177.601,233930,4,"D# major"
"2501","Colombia Top 50","https://charts-images.scdn.co/REGIONAL_CO_DEFAULT.jpg","Calma - Remix","5iwz1NiezX7WWjnCgY5TH4","Pedro Capó","Calma (Remix)","https://i.scdn.co/image/11d0f83f26cc96933fbbecb778e5274e156a1f58",1970-01-01,0.826,0.773,"B",-4.218,"minor",0.0524,0.323,0,0.143,0.761,126.899,238200,4,"B minor"
"2502","Colombia Top 50","https://charts-images.scdn.co/REGIONAL_CO_DEFAULT.jpg","Adan y Eva","6FyRXC8tJUh863JCkyWqtk","Paulo Londra","Adan y Eva","https://i.scdn.co/image/f705d8b22e8dc4ebb15440d9b615f47fb0aefe30",1970-01-01,0.767,0.709,"C#",-4.47,"major",0.336,0.323,0,0.0676,0.72,171.993,258639,4,"C# major"
"2503","Colombia Top 50","https://charts-images.scdn.co/REGIONAL_CO_DEFAULT.jpg","Desconocidos","0s5DNDV6LAKn2u2Ufa3VjQ","Mau y Ricky","Desconocidos","https://i.scdn.co/image/d016daa9f684f94f73eb2943b8c685eea448dc2a",1970-01-01,0.709,0.771,"G",-4.598,"major",0.166,0.146,3.29e-06,0.249,0.709,174.006,204453,4,"G major"
"2504","Colombia Top 50","https://charts-images.scdn.co/REGIONAL_CO_DEFAULT.jpg","MIA (feat. Drake)","116H0KvKr2Zl4RPuVBruDO","Bad Bunny","MIA (feat. Drake)","https://i.scdn.co/image/80c0f2b0ad6669f3abd91c6b8e61f61980906b45",1970-01-01,0.817,0.539,"F#",-6.349,"minor",0.0621,0.0141,0.000496,0.099,0.158,97.062,210368,4,"F# minor"
"2505","Colombia Top 50","https://charts-images.scdn.co/REGIONAL_CO_DEFAULT.jpg","Taki Taki (with Selena Gomez, Ozuna & Cardi B)","4w8niZpiMy6qz1mntFA5uM","DJ Snake","Taki Taki (with Selena Gomez, Ozuna & Cardi B)","https://i.scdn.co/image/cca02c139eb4270d5e396086329c97c782c7b478",1970-01-01,0.841,0.798,"C#",-4.206,"minor",0.229,0.153,3.33e-06,0.0618,0.591,95.948,212500,4,"C# minor"
"2506","Colombia Top 50","https://charts-images.scdn.co/REGIONAL_CO_DEFAULT.jpg","Vaina Loca","48zFZh27QU5qsrBjn4C2FA","Ozuna","Aura","https://i.scdn.co/image/45adb654d206d13869be601bed4ecb57356e09be",1970-01-01,0.754,0.805,"F#",-4.249,"major",0.0752,0.315,0,0.203,0.555,93.983,176133,4,"F# major"
"2507","Colombia Top 50","https://charts-images.scdn.co/REGIONAL_CO_DEFAULT.jpg","Ella Quiere Beber - Remix","2cYnZNzFRFK0H7vSNxPsUq","Anuel Aa","Ella Quiere Beber (Remix)","https://i.scdn.co/image/347fcbc44ad7f79677612b9a33c8d650fe5c6a04",1970-01-01,0.751,0.665,"G#",-3.083,"major",0.124,0.265,0,0.0515,0.698,95.239,219357,4,"G# major"
"2508","Colombia Top 50","https://charts-images.scdn.co/REGIONAL_CO_DEFAULT.jpg","Reggaeton","2D3z17LBMJ2HEHeBFFjTLi","J Balvin","Reggaeton","https://i.scdn.co/image/4996ed53171e7a6a5d5d440d917ee0ae13eed7b2",1970-01-01,0.747,0.74,"E",-4.325,"minor",0.191,0.0165,9.94e-05,0.101,0.552,176.059,158800,4,"E minor"
"2509","Colombia Top 50","https://charts-images.scdn.co/REGIONAL_CO_DEFAULT.jpg","Pa Olvidarte","0NCMHQFpWVDK199pKR2Y7V","ChocQuibTown","Pa Olvidarte","https://i.scdn.co/image/aa0ba504900f869ede743d0a29bce354aa75a983",1970-01-01,0.729,0.805,"G",-4.527,"major",0.214,0.148,0,0.277,0.867,175.93,166400,4,"G major"
"2510","Colombia Top 50","https://charts-images.scdn.co/REGIONAL_CO_DEFAULT.jpg","No Es Justo","5qFeMRz4TvetPmzjre9Dq7","J Balvin","Vibras","https://i.scdn.co/image/cc56f48efc4285caaa8e895337846f5174bf3989",1970-01-01,0.684,0.811,"G",-4.494,"major",0.0714,0.161,0.000363,0.0871,0.721,87.866,250840,4,"G major"
"2511","Colombia Top 50","https://charts-images.scdn.co/REGIONAL_CO_DEFAULT.jpg","Cuando Te Besé","2XXMDz7SPZ4mSFN1PXfHUy","Becky G","Cuando Te Besé","https://i.scdn.co/image/8c9608add90e0975f83334c639302ec0f7d50260",1970-01-01,0.772,0.732,"A",-3.713,"minor",0.213,0.307,5.14e-06,0.106,0.295,100.048,254383,4,"A minor"
"2512","Colombia Top 50","https://charts-images.scdn.co/REGIONAL_CO_DEFAULT.jpg","Ya No Tiene Novio","7uQmJ1jgNzBpATSoWKSPFu","Sebastian Yatra","Ya No Tiene Novio","https://i.scdn.co/image/cef17cd69dfa53e5624bebcb4a1006cd8039da62",1970-01-01,0.632,0.832,"G",-1.948,"minor",0.154,0.048,0,0.0705,0.784,182.184,198933,4,"G minor"
"2513","Colombia Top 50","https://charts-images.scdn.co/REGIONAL_CO_DEFAULT.jpg","Adictiva","6MJUCumnQsQEKbCy28tbCP","Daddy Yankee","Adictiva","https://i.scdn.co/image/590fc2b92d54a4febf83b1f24cda03f8e16611f2",1970-01-01,0.788,0.771,"E",-3.206,"minor",0.0563,0.291,5.62e-05,0.172,0.701,99.038,207853,4,"E minor"
"2514","Colombia Top 50","https://charts-images.scdn.co/REGIONAL_CO_DEFAULT.jpg","Sola","675w3ACw5xZR3ODhUJlEVN","Manuel Turizo","Sola","https://i.scdn.co/image/6a1ba92584f7963ced99a091f6cf464b9094210e",1970-01-01,0.704,0.706,"B",-5.233,"minor",0.111,0.483,0,0.0965,0.856,92.965,195044,4,"B minor"
"2515","Colombia Top 50","https://charts-images.scdn.co/REGIONAL_CO_DEFAULT.jpg","Ni Gucci Ni Prada","32lexhcz93AinKK0qLTZaZ","Kenny Man","Ni Gucci Ni Prada","https://i.scdn.co/image/f9a3ea8817bf357a7617bea87b0cdb8974267a9d",1970-01-01,0.799,0.676,"D",-5.644,"major",0.169,0.41,0.000777,0.325,0.91,104.956,175200,4,"D major"
"2516","Colombia Top 50","https://charts-images.scdn.co/REGIONAL_CO_DEFAULT.jpg","Créeme","1mT47pKLXUwPYGwB91GcNz","Karol G","Créeme","https://i.scdn.co/image/e348c872feeb4bf7465a35ac0e886365ced6faf1",1970-01-01,0.715,0.872,"F#",-3.501,"major",0.0547,0.154,0.000146,0.11,0.682,96.939,212493,4,"F# major"
"2517","Colombia Top 50","https://charts-images.scdn.co/REGIONAL_CO_DEFAULT.jpg","Ibiza","1h9P5WJwyvK8OB7O2YiXgp","Ozuna","Aura","https://i.scdn.co/image/45adb654d206d13869be601bed4ecb57356e09be",1970-01-01,0.691,0.71,"F",-5.144,"major",0.334,0.254,0,0.108,0.726,192.046,200747,4,"F major"
"2518","Colombia Top 50","https://charts-images.scdn.co/REGIONAL_CO_DEFAULT.jpg","Bubalu","7dNwJbsT0sg1le5kVugGJb","Becky G","Bubalu","https://i.scdn.co/image/a1f4cda53eb9bfeae7c1d5e30e9fd3f425d84790",1970-01-01,0.8,0.355,"F#",-10.47,"minor",0.0895,0.616,0,0.118,0.253,145.929,228493,4,"F# minor"
"2519","Colombia Top 50","https://charts-images.scdn.co/REGIONAL_CO_DEFAULT.jpg","PPP","1DcxnVNFAyVl2sDQ646pXS","Kevin Roldan","PPP","https://i.scdn.co/image/1782c4188709b65e1c3af598325f9c9ef27a2719",1970-01-01,0.786,0.65,"E",-6.839,"major",0.109,0.363,8.17e-05,0.122,0.712,92.975,129040,4,"E major"
"2520","Colombia Top 50","https://charts-images.scdn.co/REGIONAL_CO_DEFAULT.jpg","Solo de Mi","4uP3pUP18ennmz0tb3GphR","Bad Bunny","X 100PRE","https://i.scdn.co/image/9abe249d0a9c7f4be1b7d83f63819fee7aeebc6b",1970-01-01,0.743,0.73,"A#",-4.314,"minor",0.125,0.287,8.1e-05,0.0778,0.15,179.972,197968,4,"A# minor"
"2521","Colombia Top 50","https://charts-images.scdn.co/REGIONAL_CO_DEFAULT.jpg","Puntos Suspensivos","04cd1MHVq1D8v1nuTZoCdv","Piso 21","Ubuntu","https://i.scdn.co/image/aeefddf798ccdb14989e36716bbf40a3de92adc8",1970-01-01,0.823,0.731,"B",-3.399,"minor",0.103,0.175,0,0.131,0.952,152.024,186316,4,"B minor"
"2522","Colombia Top 50","https://charts-images.scdn.co/REGIONAL_CO_DEFAULT.jpg","Amanece","1LiN0Z98FkR1t0m8KmLcAH","Anuel Aa","Amanece","https://i.scdn.co/image/b208cb5b212643b2ef30fa0bb3340a5144d76681",1970-01-01,0.79,0.631,"G#",-5.549,"minor",0.0425,0.437,0,0.158,0.889,94.039,190005,4,"G# minor"
"2523","Colombia Top 50","https://charts-images.scdn.co/REGIONAL_CO_DEFAULT.jpg","La Player (Bandolera)","0VKkyBKCXyR99navhVRqcP","Zion & Lennox","La Player (Bandolera)","https://i.scdn.co/image/a71086dd6931ae7624b3b2c294baaae6d5372292",1970-01-01,0.769,0.838,"D",-5.238,"major",0.0633,0.16,0,0.0935,0.602,93.996,249609,4,"D major"
"2524","Colombia Top 50","https://charts-images.scdn.co/REGIONAL_CO_DEFAULT.jpg","Culpables","6q8Lb50EtqNeeJXXe8mMAH","Karol G","Culpables","https://i.scdn.co/image/79ff320b154218723a5e19b3f44a6f4d49ffdc01",1970-01-01,0.728,0.801,"G#",-2.942,"minor",0.0683,0.279,4.71e-06,0.143,0.416,130.059,226627,4,"G# minor"
"2525","Colombia Top 50","https://charts-images.scdn.co/REGIONAL_CO_DEFAULT.jpg","Mala Mía","62o8KoI44JfN7aYxgTnPvh","Maluma","Mala Mía","https://i.scdn.co/image/32fa84719ed9daa4c5774039a3cfed584efab92d",1970-01-01,0.749,0.752,"F#",-4.883,"major",0.345,0.31,0,0.232,0.901,180.049,183753,4,"F# major"
"2526","Colombia Top 50","https://charts-images.scdn.co/REGIONAL_CO_DEFAULT.jpg","Te Vi","059bcIhyc2SBwm6sw2AZzd","Piso 21","Te Vi","https://i.scdn.co/image/77eb7c17cafe55033cf7c3137334255401eea6a5",1970-01-01,0.877,0.777,"C#",-4.246,"major",0.117,0.0446,3.46e-05,0.0863,0.706,102.02,231848,4,"C# major"
"2527","Colombia Top 50","https://charts-images.scdn.co/REGIONAL_CO_DEFAULT.jpg","Culpables","3RD0PGolM0mETGHaprwgMn","Manuel Turizo","Culpables","https://i.scdn.co/image/fd5d0b1f880f6db783a23da4a3c04a944f18d72a",1970-01-01,0.573,0.31,"D#",-11.134,"major",0.296,0.94,5.65e-06,0.198,0.764,177.601,233930,4,"D# major"
"2528","Colombia Top 50","https://charts-images.scdn.co/REGIONAL_CO_DEFAULT.jpg","Esta Noche","7vFmnmcsp41uzBUiw1zxfw","Mike Bahía","Esta Noche","https://i.scdn.co/image/7299c146110a1bc7d4fbad2f738bd8dc1e961335",1970-01-01,0.727,0.85,"F",-5.728,"major",0.0586,0.0125,0,0.102,0.796,129.972,168521,4,"F major"
"2529","Colombia Top 50","https://charts-images.scdn.co/REGIONAL_CO_DEFAULT.jpg","Quiere Beber","3rPAD722s5FFNnwjC91t7Z","Anuel Aa","Real Hasta la Muerte","https://i.scdn.co/image/a196139b2a6a8831dff79a06a102131d665c7ac0",1970-01-01,0.773,0.57,"G#",-3.482,"major",0.113,0.372,0.00524,0.108,0.772,95.038,187125,4,"G# major"
"2530","Colombia Top 50","https://charts-images.scdn.co/REGIONAL_CO_DEFAULT.jpg","Imposible","3ao3OVxHlb3C08vAaApUlm","Luis Fonsi","Imposible","https://i.scdn.co/image/3d81608e0cb052b1ecc7581562c2a4b47360e1bf",1970-01-01,0.786,0.764,"B",-2.935,"major",0.0798,0.122,0,0.102,0.913,90.979,163880,4,"B major"
"2531","Colombia Top 50","https://charts-images.scdn.co/REGIONAL_CO_DEFAULT.jpg","Amigos Con Derechos","2zDj4WjbNDmrRL6Z4YjjCA","Reik","Amigos Con Derechos","https://i.scdn.co/image/a47d905d921bf548e3b162522d0b7ef3d0fa36f7",1970-01-01,0.686,0.807,"C#",-3.324,"major",0.0613,0.0481,0,0.0652,0.63,183.971,227476,4,"C# major"
"2532","Colombia Top 50","https://charts-images.scdn.co/REGIONAL_CO_DEFAULT.jpg","Justicia","6ipp8Dhs33KinlF4BStgca","Silvestre Dangond","Justicia","https://i.scdn.co/image/06c62fee435117b8d6fc78aa9dd57f89478e4354",1970-01-01,0.809,0.899,"A",-1.098,"minor",0.103,0.0431,0,0.171,0.733,95.016,209227,4,"A minor"
"2533","Colombia Top 50","https://charts-images.scdn.co/REGIONAL_CO_DEFAULT.jpg","Asesina - Remix","59PYgzOiOjGDzjDT5N5oOX","Brytiago","Asesina (Remix)","https://i.scdn.co/image/347f8d22d1349a3ef1bc838d56e2fa88a39a71c4",1970-01-01,0.825,0.69,"A#",-4.252,"minor",0.226,0.589,0,0.413,0.516,94.194,327467,4,"A# minor"
"2534","Colombia Top 50","https://charts-images.scdn.co/REGIONAL_CO_DEFAULT.jpg","BEBE (feat. Anuel Aa)","4KkUjFkcQvGvWekl8RATDn","6ix9ine","DUMMY BOY","https://i.scdn.co/image/77eb7c17cafe55033929e99114f40e4b81e2572b",1970-01-01,0.635,0.902,"C",-3.559,"major",0.109,0.172,0,0.125,0.286,102.063,217822,4,"C major"
"2535","Colombia Top 50","https://charts-images.scdn.co/REGIONAL_CO_DEFAULT.jpg","Déjala que vuelva (feat. Manuel Turizo)","1j6xOGusnyXq3l6IryKF3G","Piso 21","Ubuntu","https://i.scdn.co/image/aeefddf798ccdb14989e36716bbf40a3de92adc8",1970-01-01,0.681,0.788,"C#",-4.323,"major",0.0785,0.0482,0,0.0753,0.839,170.019,220117,4,"C# major"
"2536","Colombia Top 50","https://charts-images.scdn.co/REGIONAL_CO_DEFAULT.jpg","Baby Girl (feat. Lalo Ebratt)","6o8ogTrSX8H0F66Pdz3Tsc","Mario Bautista","Baby Girl (feat. Lalo Ebratt)","https://i.scdn.co/image/cf031cc8430b59f12e89a8c7ebdfa377b053e326",1970-01-01,0.804,0.705,"C#",-5.272,"major",0.199,0.0275,0.000138,0.202,0.45,103.009,218470,4,"C# major"
"2537","Colombia Top 50","https://charts-images.scdn.co/REGIONAL_CO_DEFAULT.jpg","Magia (feat. Sebastian Yatra)","6xAhkN7uE1qdhPa8jZwhTb","Andrés Cepeda","Magia (feat. Sebastian Yatra)","https://i.scdn.co/image/4845c747238ff34e8cca974d35d0cb5b18205988",1970-01-01,0.458,0.705,"C",-5.281,"major",0.116,0.354,0,0.0893,0.594,188.048,192987,4,"C major"
"2538","Colombia Top 50","https://charts-images.scdn.co/REGIONAL_CO_DEFAULT.jpg","Bohemian Rhapsody - Remastered 2011","7tFiyTwD0nx5a1eklYtX2J","Queen","A Night At The Opera (Deluxe Remastered Version)","https://i.scdn.co/image/f6e02ce8bc9e91afa0e220703072c20bf72c72c5",1970-01-01,0.397,0.396,"D#",-9.91,"major",0.05,0.254,0,0.268,0.227,142.913,354320,4,"D# major"
"2539","Colombia Top 50","https://charts-images.scdn.co/REGIONAL_CO_DEFAULT.jpg","Hipócrita","6XBjCetHKdO5L9cwMDVffw","Anuel Aa","Real Hasta la Muerte","https://i.scdn.co/image/a196139b2a6a8831dff79a06a102131d665c7ac0",1970-01-01,0.79,0.858,"D",-2.78,"major",0.0471,0.303,0,0.61,0.79,92.05,192000,4,"D major"
"2540","Colombia Top 50","https://charts-images.scdn.co/REGIONAL_CO_DEFAULT.jpg","Mocca","0NKoPGc72yUKTIneVhFfg1","Lalo Ebratt","Mocca","https://i.scdn.co/image/e220b7ac0c912cd93f665c28b88b19c5da170856",1970-01-01,0.786,0.695,"C#",-5.343,"minor",0.353,0.185,0,0.123,0.591,97.957,200293,4,"C# minor"
"2541","Colombia Top 50","https://charts-images.scdn.co/REGIONAL_CO_DEFAULT.jpg","Déjalo","4VTTpwcAxVSQNzEZLi75d0","Nacho","Déjalo","https://i.scdn.co/image/33cfac6c26a24734bf5884072c0f206848871f32",1970-01-01,0.743,0.795,"B",-5.733,"major",0.0732,0.199,0,0.0577,0.682,95.003,202893,4,"B major"
"2542","Colombia Top 50","https://charts-images.scdn.co/REGIONAL_CO_DEFAULT.jpg","Mocca - Remix","1usoXi4f0BnMART4uActEA","Lalo Ebratt","Mocca (Remix)","https://i.scdn.co/image/27da5c572adcd9e9635e2301945d8527fc376064",1970-01-01,0.732,0.758,"B",-1.694,"major",0.189,0.213,0,0.388,0.78,98.007,202876,4,"B major"
